name,age,gender,country,state,city,parent_occupation,earning_class,level_of_student,level_of_course,course_name,time_spent_per_day,material_name,material_level,iq_of_student,assessment_score,promoted_or_skipped
Student_4151,8,Female,India,Maharashtra,Mumbai,Teacher,Middle,Advanced,Advanced,Python,4.85,Tutor,Hard,101,86,Promoted
Student_4152,17,Male,India,West Bengal,Howrah,Engineer,Middle,Beginner,Basic,C++,4.62,Book,Hard,101,77,Promoted
Student_4153,6,Female,India,Karnataka,Mysore,Engineer,Low,Beginner,Advanced,Python,4.44,Tutor,Medium,110,86,Promoted
Student_4154,12,Female,India,Karnataka,Hubli,Engineer,Low,Advanced,Basic,Java,5.08,Online Learning,Easy,111,89,Promoted
Student_4155,17,Male,India,Tamil Nadu,Coimbatore,Government Job,Middle,Beginner,Advanced,SQL,5.66,Tutor,Medium,136,96,Promoted
Student_4156,17,Female,India,Delhi,Dwarka,Teacher,High,Beginner,Basic,Python,4.81,PDF,Easy,81,84,Promoted
Student_4157,7,Male,India,Tamil Nadu,Coimbatore,Business,Low,Beginner,Basic,JavaScript,5.63,Tutor,Medium,95,84,Promoted
Student_4158,10,Female,India,Tamil Nadu,Coimbatore,Other,High,Intermediate,Basic,JavaScript,6.35,Online Learning,Medium,109,85,Promoted
Student_4159,17,Female,India,West Bengal,Howrah,Other,Middle,Intermediate,Intermediate,Python,5.31,College,Hard,95,88,Promoted
Student_4160,14,Male,India,Tamil Nadu,Coimbatore,Teacher,Middle,Advanced,Basic,Java,5.78,Tutor,Hard,98,90,Promoted
Student_4161,10,Female,India,Tamil Nadu,Madurai,Teacher,High,Advanced,Basic,SQL,5.09,PDF,Medium,128,93,Promoted
Student_4162,15,Male,India,Tamil Nadu,Madurai,Government Job,Low,Intermediate,Advanced,SQL,3.5,College,Medium,124,90,Promoted
Student_4163,14,Male,India,Delhi,Karol Bagh,Government Job,Low,Advanced,Advanced,JavaScript,6.11,PDF,Hard,103,91,Promoted
Student_4164,16,Male,India,Karnataka,Bangalore,Doctor,High,Advanced,Advanced,Python,2.4,Tutor,Medium,148,93,Promoted
Student_4165,11,Male,India,Tamil Nadu,Coimbatore,Business,Middle,Advanced,Advanced,C++,4.83,College,Easy,135,84,Promoted
Student_4166,10,Male,India,Tamil Nadu,Madurai,Engineer,Low,Advanced,Intermediate,Java,3.81,Book,Medium,80,75,Promoted
Student_4167,15,Male,India,Tamil Nadu,Chennai,Other,Middle,Beginner,Basic,SQL,4.75,Tutor,Easy,123,98,Promoted
Student_4168,8,Female,India,Karnataka,Bangalore,Teacher,Middle,Intermediate,Basic,SQL,2.27,PDF,Hard,124,88,Promoted
Student_4169,10,Female,India,Tamil Nadu,Chennai,Government Job,Low,Advanced,Intermediate,Java,4.96,Online Learning,Medium,122,100,Promoted
Student_4170,16,Male,India,Delhi,New Delhi,Engineer,High,Advanced,Basic,JavaScript,4.28,PDF,Hard,108,88,Promoted
Student_4171,15,Male,India,Maharashtra,Mumbai,Engineer,Middle,Advanced,Advanced,JavaScript,4.69,Online Learning,Medium,85,89,Promoted
Student_4172,16,Female,India,Tamil Nadu,Coimbatore,Teacher,High,Intermediate,Advanced,SQL,2.78,Book,Easy,140,85,Promoted
Student_4173,7,Male,India,Tamil Nadu,Chennai,Teacher,High,Beginner,Basic,Java,2.3,Online Learning,Easy,132,80,Promoted
Student_4174,7,Female,India,Maharashtra,Pune,Doctor,Middle,Advanced,Basic,Python,5.24,College,Medium,110,90,Promoted
Student_4175,9,Male,India,Maharashtra,Pune,Engineer,Low,Beginner,Basic,Java,2.66,Book,Hard,123,78,Promoted
Student_4176,15,Female,India,Maharashtra,Mumbai,Other,Low,Advanced,Advanced,JavaScript,3.78,Online Learning,Medium,86,77,Promoted
Student_4177,17,Male,India,Maharashtra,Pune,Doctor,High,Beginner,Intermediate,SQL,4.78,College,Hard,126,94,Promoted
Student_4178,15,Female,India,Maharashtra,Mumbai,Teacher,Middle,Intermediate,Intermediate,Python,4.21,College,Hard,103,86,Promoted
Student_4179,10,Female,India,Maharashtra,Pune,Business,Low,Advanced,Basic,Python,5.04,Book,Hard,140,100,Promoted
Student_4180,6,Male,India,Delhi,Dwarka,Teacher,Middle,Advanced,Advanced,C++,4.28,Tutor,Easy,109,78,Promoted
Student_4181,13,Female,India,West Bengal,Kolkata,Engineer,Middle,Intermediate,Advanced,JavaScript,5.71,Book,Medium,121,95,Promoted
Student_4182,7,Female,India,Karnataka,Bangalore,Government Job,High,Advanced,Basic,JavaScript,4.1,PDF,Easy,128,90,Promoted
Student_4183,13,Female,India,Delhi,Karol Bagh,Engineer,Low,Advanced,Advanced,Python,4.78,Book,Hard,120,84,Promoted
Student_4184,14,Female,India,Karnataka,Bangalore,Engineer,High,Advanced,Advanced,Python,3.23,Book,Easy,132,87,Promoted
Student_4185,8,Male,India,Delhi,New Delhi,Doctor,Low,Advanced,Advanced,Python,3.18,PDF,Hard,122,82,Promoted
Student_4186,12,Female,India,Tamil Nadu,Chennai,Business,Middle,Intermediate,Intermediate,C++,6.2,Book,Hard,108,91,Promoted
Student_4187,8,Male,India,West Bengal,Durgapur,Business,High,Intermediate,Advanced,SQL,5.89,PDF,Medium,135,92,Promoted
Student_4188,14,Female,India,Maharashtra,Nagpur,Engineer,Low,Advanced,Basic,Python,5.25,Online Learning,Easy,144,100,Promoted
Student_4189,14,Male,India,West Bengal,Kolkata,Teacher,High,Intermediate,Basic,SQL,4.35,Tutor,Medium,89,81,Promoted
Student_4190,6,Male,India,Delhi,New Delhi,Engineer,High,Intermediate,Basic,SQL,5.88,Book,Medium,90,83,Promoted
Student_4191,15,Female,India,West Bengal,Howrah,Doctor,Low,Intermediate,Intermediate,Java,3.33,Book,Easy,154,100,Promoted
Student_4192,6,Male,India,Delhi,Dwarka,Business,Middle,Intermediate,Advanced,Python,6.19,PDF,Medium,89,89,Promoted
Student_4193,6,Female,India,Maharashtra,Pune,Teacher,Middle,Beginner,Intermediate,C++,6.12,Online Learning,Easy,89,83,Promoted
Student_4194,10,Female,India,Maharashtra,Nagpur,Teacher,Middle,Intermediate,Advanced,C++,7.65,Tutor,Hard,89,93,Promoted
Student_4195,10,Male,India,Delhi,Karol Bagh,Teacher,High,Beginner,Advanced,Java,6.2,Tutor,Hard,156,100,Promoted
Student_4196,16,Female,India,Delhi,Karol Bagh,Teacher,High,Advanced,Intermediate,JavaScript,4.59,PDF,Medium,91,74,Skipped
Student_4197,8,Male,India,Delhi,Karol Bagh,Doctor,High,Advanced,Intermediate,SQL,3.99,College,Easy,149,100,Promoted
Student_4198,7,Female,India,Karnataka,Bangalore,Teacher,Low,Advanced,Advanced,JavaScript,4.64,College,Easy,124,92,Promoted
Student_4199,11,Female,India,West Bengal,Kolkata,Business,High,Advanced,Intermediate,Python,4.65,Book,Hard,107,87,Promoted
Student_4200,8,Male,India,Karnataka,Mysore,Other,Low,Advanced,Intermediate,JavaScript,5.83,Tutor,Hard,117,91,Promoted
Student_4201,16,Female,India,Delhi,Dwarka,Teacher,Low,Advanced,Basic,JavaScript,3.4,College,Easy,92,74,Skipped
Student_4202,6,Male,India,Delhi,Dwarka,Other,High,Advanced,Advanced,Java,4.89,PDF,Medium,142,95,Promoted
Student_4203,8,Male,India,Maharashtra,Pune,Government Job,High,Beginner,Intermediate,SQL,3.95,College,Easy,109,86,Promoted
Student_4204,6,Female,India,Maharashtra,Pune,Engineer,High,Beginner,Intermediate,SQL,6.36,Tutor,Hard,100,79,Promoted
Student_4205,9,Male,India,Maharashtra,Nagpur,Engineer,Low,Intermediate,Intermediate,Python,2.9,Book,Medium,141,88,Promoted
Student_4206,12,Female,India,Maharashtra,Nagpur,Engineer,High,Intermediate,Advanced,Python,3.92,PDF,Easy,129,90,Promoted
Student_4207,6,Male,India,West Bengal,Kolkata,Engineer,High,Advanced,Intermediate,Java,3.14,Tutor,Medium,114,87,Promoted
Student_4208,15,Female,India,Maharashtra,Nagpur,Other,Low,Intermediate,Intermediate,JavaScript,5.49,Book,Hard,131,94,Promoted
Student_4209,8,Female,India,Maharashtra,Pune,Doctor,Low,Advanced,Advanced,Python,5.47,PDF,Hard,141,93,Promoted
Student_4210,8,Female,India,Karnataka,Bangalore,Engineer,High,Intermediate,Intermediate,C++,4.53,College,Medium,123,89,Promoted
Student_4211,14,Male,India,Delhi,New Delhi,Teacher,High,Intermediate,Intermediate,Java,5.44,PDF,Medium,141,88,Promoted
Student_4212,17,Male,India,Karnataka,Bangalore,Other,Low,Advanced,Advanced,C++,4.53,College,Medium,149,91,Promoted
Student_4213,13,Male,India,West Bengal,Howrah,Business,Middle,Advanced,Advanced,SQL,3.42,Online Learning,Easy,103,76,Promoted
Student_4214,16,Male,India,Delhi,Karol Bagh,Engineer,Middle,Intermediate,Basic,C++,4.76,Tutor,Medium,127,100,Promoted
Student_4215,15,Male,India,Maharashtra,Nagpur,Engineer,High,Intermediate,Basic,Java,3.33,PDF,Hard,156,100,Promoted
Student_4216,14,Female,India,Delhi,New Delhi,Doctor,High,Advanced,Advanced,C++,4.45,Online Learning,Easy,124,90,Promoted
Student_4217,17,Male,India,Karnataka,Bangalore,Business,Low,Advanced,Advanced,Python,6.57,Tutor,Hard,121,92,Promoted
Student_4218,17,Male,India,West Bengal,Durgapur,Government Job,Low,Advanced,Basic,Java,2.58,PDF,Easy,84,64,Skipped
Student_4219,17,Female,India,Karnataka,Mysore,Government Job,Low,Beginner,Advanced,Java,4.69,College,Medium,111,84,Promoted
Student_4220,6,Male,India,Delhi,New Delhi,Government Job,Middle,Advanced,Intermediate,SQL,1.82,Tutor,Easy,140,81,Promoted
Student_4221,6,Female,India,Tamil Nadu,Madurai,Government Job,Low,Intermediate,Intermediate,C++,3.97,PDF,Medium,146,95,Promoted
Student_4222,13,Male,India,West Bengal,Kolkata,Business,High,Beginner,Advanced,JavaScript,4.19,College,Medium,129,85,Promoted
Student_4223,8,Female,India,Delhi,New Delhi,Business,High,Intermediate,Intermediate,Python,4.24,PDF,Easy,135,87,Promoted
Student_4224,17,Male,India,Maharashtra,Nagpur,Business,High,Advanced,Intermediate,JavaScript,4.59,College,Easy,93,72,Skipped
Student_4225,6,Male,India,West Bengal,Howrah,Doctor,Middle,Intermediate,Basic,JavaScript,3.84,College,Easy,88,69,Skipped
Student_4226,17,Female,India,Delhi,New Delhi,Teacher,Low,Advanced,Advanced,Java,5.16,Online Learning,Easy,156,94,Promoted
Student_4227,9,Female,India,Karnataka,Hubli,Government Job,Low,Intermediate,Advanced,Java,2.01,Book,Hard,141,95,Promoted
Student_4228,8,Male,India,Delhi,New Delhi,Business,Middle,Advanced,Intermediate,SQL,6.05,College,Easy,158,100,Promoted
Student_4229,11,Male,India,Karnataka,Mysore,Doctor,Middle,Intermediate,Basic,Python,3.7,Tutor,Hard,127,95,Promoted
Student_4230,12,Male,India,West Bengal,Howrah,Other,High,Beginner,Intermediate,Python,3.22,Tutor,Hard,154,99,Promoted
Student_4231,8,Male,India,Maharashtra,Pune,Engineer,Low,Beginner,Basic,SQL,4.39,Tutor,Easy,129,96,Promoted
Student_4232,15,Female,India,Tamil Nadu,Madurai,Other,Middle,Beginner,Basic,JavaScript,4.26,Book,Medium,102,89,Promoted
Student_4233,17,Male,India,Delhi,New Delhi,Teacher,Middle,Intermediate,Intermediate,Python,3.81,PDF,Easy,149,95,Promoted
Student_4234,9,Male,India,Karnataka,Bangalore,Government Job,Low,Advanced,Advanced,C++,3.31,PDF,Easy,152,94,Promoted
Student_4235,17,Female,India,Maharashtra,Nagpur,Business,Middle,Intermediate,Basic,JavaScript,4.22,Tutor,Medium,86,83,Promoted
Student_4236,11,Female,India,Delhi,Karol Bagh,Engineer,Middle,Beginner,Advanced,C++,4.12,Online Learning,Easy,158,100,Promoted
Student_4237,10,Female,India,Tamil Nadu,Coimbatore,Government Job,High,Intermediate,Intermediate,JavaScript,4.23,PDF,Easy,115,87,Promoted
Student_4238,8,Female,India,Maharashtra,Pune,Other,Low,Advanced,Advanced,SQL,5.66,PDF,Hard,96,85,Promoted
Student_4239,16,Female,India,West Bengal,Howrah,Other,High,Advanced,Basic,JavaScript,3.46,Online Learning,Medium,145,92,Promoted
Student_4240,14,Female,India,Delhi,Karol Bagh,Government Job,Middle,Beginner,Basic,JavaScript,4.68,PDF,Easy,92,81,Promoted
Student_4241,8,Male,India,Delhi,Dwarka,Other,Middle,Beginner,Intermediate,Java,3.2,PDF,Easy,119,82,Promoted
Student_4242,16,Female,India,Delhi,New Delhi,Business,Middle,Advanced,Advanced,JavaScript,3.84,College,Hard,115,92,Promoted
Student_4243,13,Female,India,Karnataka,Hubli,Business,Low,Intermediate,Intermediate,JavaScript,3.36,College,Easy,144,100,Promoted
Student_4244,17,Male,India,Karnataka,Bangalore,Government Job,Low,Intermediate,Advanced,C++,4.93,Book,Easy,147,100,Promoted
Student_4245,9,Female,India,Maharashtra,Pune,Teacher,Low,Beginner,Intermediate,C++,6.38,Book,Hard,145,100,Promoted
Student_4246,10,Male,India,West Bengal,Durgapur,Engineer,High,Beginner,Basic,Python,4.9,College,Medium,152,100,Promoted
Student_4247,11,Female,India,Maharashtra,Pune,Other,Middle,Intermediate,Advanced,JavaScript,4.2,Book,Easy,132,97,Promoted
Student_4248,12,Female,India,West Bengal,Durgapur,Business,Low,Beginner,Intermediate,C++,4.79,Online Learning,Medium,103,85,Promoted
Student_4249,16,Female,India,Tamil Nadu,Madurai,Engineer,High,Advanced,Advanced,JavaScript,4.75,Online Learning,Hard,84,82,Promoted
Student_4250,12,Male,India,Tamil Nadu,Madurai,Teacher,High,Beginner,Advanced,C++,4.96,College,Medium,121,90,Promoted
Student_4251,8,Female,India,Delhi,Karol Bagh,Business,Middle,Intermediate,Basic,SQL,6.51,Book,Hard,159,100,Promoted
Student_4252,8,Male,India,Maharashtra,Nagpur,Doctor,High,Intermediate,Intermediate,C++,4.14,Book,Easy,144,98,Promoted
Student_4253,13,Female,India,Tamil Nadu,Madurai,Other,High,Advanced,Advanced,Java,4.47,PDF,Easy,85,74,Skipped
Student_4254,9,Female,India,Tamil Nadu,Coimbatore,Government Job,Middle,Beginner,Advanced,Python,4.49,PDF,Medium,141,100,Promoted
Student_4255,7,Male,India,Tamil Nadu,Chennai,Engineer,Middle,Intermediate,Advanced,Python,6.05,Book,Hard,158,95,Promoted
Student_4256,12,Male,India,Tamil Nadu,Madurai,Other,Low,Beginner,Basic,C++,5.63,PDF,Easy,155,96,Promoted
Student_4257,6,Male,India,Maharashtra,Pune,Business,Middle,Advanced,Advanced,SQL,4.09,Tutor,Hard,122,74,Skipped
Student_4258,11,Male,India,Maharashtra,Mumbai,Business,Middle,Beginner,Basic,C++,6.12,PDF,Hard,84,74,Skipped
Student_4259,10,Male,India,Maharashtra,Mumbai,Teacher,Low,Intermediate,Basic,JavaScript,3.96,College,Medium,114,91,Promoted
Student_4260,12,Female,India,West Bengal,Howrah,Doctor,Middle,Intermediate,Basic,Python,4.04,Online Learning,Easy,144,98,Promoted
Student_4261,16,Male,India,Delhi,Dwarka,Teacher,High,Beginner,Basic,JavaScript,5.38,Tutor,Easy,149,100,Promoted
Student_4262,6,Female,India,Karnataka,Mysore,Business,Low,Beginner,Basic,JavaScript,5.07,College,Easy,135,99,Promoted
Student_4263,6,Female,India,Tamil Nadu,Madurai,Business,Low,Beginner,Intermediate,C++,5.2,College,Medium,125,90,Promoted
Student_4264,13,Female,India,Maharashtra,Mumbai,Government Job,High,Intermediate,Advanced,C++,5.91,Tutor,Medium,117,96,Promoted
Student_4265,14,Male,India,Karnataka,Bangalore,Doctor,Middle,Advanced,Intermediate,C++,4.98,Online Learning,Hard,150,100,Promoted
Student_4266,15,Male,India,Delhi,Dwarka,Other,High,Advanced,Intermediate,Python,2.37,Book,Hard,99,64,Skipped
Student_4267,14,Male,India,West Bengal,Durgapur,Other,Middle,Advanced,Advanced,C++,5.3,Tutor,Easy,142,100,Promoted
Student_4268,12,Female,India,Karnataka,Bangalore,Engineer,Low,Advanced,Basic,C++,3.67,PDF,Hard,148,98,Promoted
Student_4269,8,Female,India,Tamil Nadu,Madurai,Government Job,Middle,Beginner,Basic,C++,4.79,Online Learning,Hard,95,91,Promoted
Student_4270,11,Male,India,West Bengal,Durgapur,Other,Middle,Beginner,Intermediate,JavaScript,4.14,Online Learning,Easy,131,87,Promoted
Student_4271,14,Female,India,West Bengal,Durgapur,Doctor,High,Advanced,Advanced,C++,4.37,College,Hard,111,85,Promoted
Student_4272,14,Male,India,Tamil Nadu,Madurai,Teacher,Low,Intermediate,Intermediate,JavaScript,6.38,Book,Hard,87,82,Promoted
Student_4273,15,Female,India,Karnataka,Mysore,Teacher,Middle,Advanced,Intermediate,SQL,4.18,Online Learning,Medium,146,88,Promoted
Student_4274,11,Female,India,Tamil Nadu,Coimbatore,Teacher,Middle,Advanced,Basic,C++,5.7,Online Learning,Hard,92,80,Promoted
Student_4275,17,Male,India,Tamil Nadu,Madurai,Business,Middle,Intermediate,Basic,C++,3.47,PDF,Easy,91,82,Promoted
Student_4276,9,Male,India,Karnataka,Mysore,Government Job,Low,Beginner,Intermediate,SQL,7.1,College,Hard,92,93,Promoted
Student_4277,13,Male,India,Maharashtra,Nagpur,Teacher,Middle,Intermediate,Basic,C++,4.53,Tutor,Medium,99,81,Promoted
Student_4278,13,Female,India,West Bengal,Durgapur,Business,Middle,Beginner,Advanced,C++,2.51,PDF,Hard,137,83,Promoted
Student_4279,8,Male,India,Karnataka,Bangalore,Business,Low,Beginner,Advanced,SQL,2.86,College,Easy,80,70,Skipped
Student_4280,8,Male,India,Delhi,New Delhi,Business,Middle,Beginner,Basic,SQL,3.75,College,Medium,94,65,Skipped
Student_4281,13,Female,India,West Bengal,Howrah,Engineer,Low,Advanced,Intermediate,SQL,4.16,Book,Easy,152,96,Promoted
Student_4282,8,Male,India,Karnataka,Hubli,Teacher,Low,Beginner,Basic,JavaScript,4.18,Online Learning,Medium,125,81,Promoted
Student_4283,9,Female,India,Delhi,New Delhi,Doctor,Low,Beginner,Intermediate,C++,2.96,College,Hard,145,88,Promoted
Student_4284,8,Female,India,West Bengal,Kolkata,Business,High,Advanced,Basic,Java,6.46,Online Learning,Medium,141,100,Promoted
Student_4285,13,Male,India,West Bengal,Howrah,Doctor,High,Beginner,Basic,JavaScript,1.63,Online Learning,Easy,147,90,Promoted
Student_4286,17,Male,India,Tamil Nadu,Madurai,Government Job,Low,Advanced,Intermediate,Python,4.62,PDF,Easy,140,90,Promoted
Student_4287,17,Male,India,Maharashtra,Mumbai,Government Job,Low,Beginner,Basic,Java,2.94,Tutor,Medium,140,94,Promoted
Student_4288,13,Male,India,West Bengal,Kolkata,Doctor,Low,Advanced,Basic,C++,3.85,Book,Easy,158,100,Promoted
Student_4289,6,Female,India,Delhi,Dwarka,Business,Low,Beginner,Advanced,Java,3.8,Book,Medium,129,79,Promoted
Student_4290,13,Male,India,Karnataka,Bangalore,Engineer,Middle,Intermediate,Advanced,Python,4.25,College,Medium,142,89,Promoted
Student_4291,16,Female,India,Karnataka,Bangalore,Government Job,Middle,Intermediate,Basic,JavaScript,4.69,Tutor,Medium,133,100,Promoted
Student_4292,13,Male,India,Delhi,Karol Bagh,Doctor,Low,Intermediate,Basic,Python,5.18,PDF,Easy,140,100,Promoted
Student_4293,14,Female,India,West Bengal,Howrah,Other,Middle,Beginner,Intermediate,JavaScript,3.36,PDF,Easy,124,90,Promoted
Student_4294,9,Male,India,Karnataka,Bangalore,Government Job,Low,Beginner,Intermediate,C++,4.33,Tutor,Medium,132,90,Promoted
Student_4295,12,Male,India,Maharashtra,Mumbai,Government Job,High,Advanced,Basic,SQL,4.69,Tutor,Hard,153,90,Promoted
Student_4296,10,Female,India,Maharashtra,Pune,Engineer,High,Intermediate,Intermediate,Java,4.19,College,Medium,153,93,Promoted
Student_4297,9,Male,India,Delhi,Dwarka,Engineer,Low,Beginner,Advanced,JavaScript,6.37,College,Easy,158,100,Promoted
Student_4298,9,Male,India,Tamil Nadu,Coimbatore,Other,Low,Beginner,Advanced,SQL,5.63,Tutor,Medium,134,95,Promoted
Student_4299,6,Female,India,West Bengal,Durgapur,Other,High,Intermediate,Intermediate,C++,3.68,Online Learning,Medium,105,76,Promoted
Student_4300,6,Male,India,Maharashtra,Pune,Teacher,High,Beginner,Advanced,SQL,3.03,Online Learning,Medium,119,87,Promoted
Student_4301,14,Male,India,West Bengal,Kolkata,Teacher,High,Advanced,Basic,JavaScript,3.98,College,Easy,105,74,Skipped
Student_4302,14,Female,India,Delhi,Dwarka,Business,High,Beginner,Advanced,Python,4.25,Book,Hard,93,90,Promoted
Student_4303,15,Male,India,Maharashtra,Mumbai,Engineer,High,Beginner,Advanced,Java,3.43,Online Learning,Medium,133,87,Promoted
Student_4304,6,Male,India,Maharashtra,Mumbai,Engineer,High,Advanced,Advanced,JavaScript,4.08,Tutor,Hard,102,88,Promoted
Student_4305,17,Female,India,Tamil Nadu,Chennai,Teacher,Low,Advanced,Advanced,SQL,5.44,Tutor,Medium,132,95,Promoted
Student_4306,16,Male,India,Tamil Nadu,Chennai,Doctor,Middle,Beginner,Basic,Python,2.26,Tutor,Medium,109,93,Promoted
Student_4307,6,Female,India,Karnataka,Mysore,Other,Middle,Intermediate,Advanced,C++,3.01,PDF,Medium,121,80,Promoted
Student_4308,6,Male,India,Delhi,New Delhi,Teacher,Low,Beginner,Intermediate,Java,4.2,Tutor,Medium,115,95,Promoted
Student_4309,8,Male,India,Karnataka,Mysore,Government Job,Low,Intermediate,Intermediate,C++,4.28,College,Hard,141,96,Promoted
Student_4310,8,Female,India,West Bengal,Howrah,Other,High,Intermediate,Intermediate,Python,3.66,College,Easy,87,74,Skipped
Student_4311,17,Male,India,Tamil Nadu,Chennai,Teacher,Middle,Beginner,Advanced,JavaScript,3.3,College,Easy,150,93,Promoted
Student_4312,13,Female,India,Maharashtra,Mumbai,Other,Low,Advanced,Intermediate,SQL,4.08,Tutor,Medium,153,100,Promoted
Student_4313,6,Female,India,Karnataka,Bangalore,Government Job,High,Intermediate,Advanced,SQL,4.33,Book,Hard,109,90,Promoted
Student_4314,13,Male,India,Delhi,Karol Bagh,Teacher,Middle,Beginner,Intermediate,SQL,4.27,PDF,Easy,83,78,Promoted
Student_4315,12,Male,India,Tamil Nadu,Madurai,Doctor,Middle,Intermediate,Basic,JavaScript,3.86,Tutor,Easy,99,76,Promoted
Student_4316,13,Male,India,West Bengal,Howrah,Engineer,Low,Intermediate,Intermediate,Python,3.73,Online Learning,Easy,140,100,Promoted
Student_4317,10,Female,India,Tamil Nadu,Chennai,Teacher,Middle,Advanced,Advanced,C++,4.03,Book,Medium,124,95,Promoted
Student_4318,17,Male,India,Delhi,New Delhi,Government Job,Middle,Intermediate,Basic,Java,5.2,Book,Medium,93,85,Promoted
Student_4319,17,Male,India,Tamil Nadu,Madurai,Teacher,Middle,Advanced,Advanced,Python,3.95,PDF,Medium,149,94,Promoted
Student_4320,13,Female,India,Tamil Nadu,Coimbatore,Business,Low,Advanced,Basic,Python,4.5,PDF,Hard,103,79,Promoted
Student_4321,11,Male,India,Tamil Nadu,Coimbatore,Doctor,Middle,Advanced,Intermediate,C++,2.53,Online Learning,Easy,126,84,Promoted
Student_4322,14,Female,India,Maharashtra,Nagpur,Other,Low,Beginner,Intermediate,C++,5.39,Online Learning,Easy,88,88,Promoted
Student_4323,17,Male,India,Karnataka,Mysore,Teacher,Middle,Advanced,Basic,JavaScript,4.77,Tutor,Hard,113,85,Promoted
Student_4324,13,Male,India,West Bengal,Durgapur,Doctor,High,Beginner,Advanced,SQL,3.94,College,Hard,130,92,Promoted
Student_4325,10,Male,India,Tamil Nadu,Coimbatore,Business,Middle,Advanced,Intermediate,JavaScript,6.01,Tutor,Hard,90,87,Promoted
Student_4326,14,Female,India,Tamil Nadu,Coimbatore,Business,Low,Intermediate,Intermediate,C++,5.31,Tutor,Hard,99,86,Promoted
Student_4327,7,Male,India,Delhi,New Delhi,Other,Low,Beginner,Basic,Java,5.61,PDF,Medium,92,80,Promoted
Student_4328,16,Female,India,Maharashtra,Pune,Business,High,Beginner,Advanced,JavaScript,3.58,Tutor,Medium,133,90,Promoted
Student_4329,8,Male,India,West Bengal,Durgapur,Government Job,Low,Beginner,Advanced,C++,6.78,Book,Easy,136,100,Promoted
Student_4330,15,Female,India,West Bengal,Kolkata,Engineer,High,Beginner,Intermediate,Java,4.97,Tutor,Hard,125,93,Promoted
Student_4331,14,Female,India,Karnataka,Hubli,Other,Middle,Advanced,Advanced,JavaScript,2.01,Book,Medium,151,74,Skipped
Student_4332,15,Male,India,West Bengal,Kolkata,Teacher,Low,Advanced,Advanced,SQL,3.76,PDF,Hard,136,95,Promoted
Student_4333,9,Male,India,Tamil Nadu,Coimbatore,Teacher,High,Advanced,Advanced,JavaScript,5.81,Book,Hard,112,91,Promoted
Student_4334,11,Female,India,Tamil Nadu,Coimbatore,Doctor,Low,Advanced,Intermediate,SQL,3.83,Tutor,Medium,80,74,Skipped
Student_4335,6,Male,India,Karnataka,Hubli,Teacher,Low,Intermediate,Advanced,C++,6.35,Tutor,Easy,88,88,Promoted
Student_4336,12,Female,India,Maharashtra,Nagpur,Teacher,Low,Beginner,Advanced,SQL,6.17,Book,Easy,151,100,Promoted
Student_4337,11,Female,India,Delhi,New Delhi,Business,Middle,Intermediate,Basic,JavaScript,4.71,Book,Easy,80,74,Skipped
Student_4338,8,Female,India,Karnataka,Mysore,Government Job,Middle,Advanced,Intermediate,JavaScript,3.19,Tutor,Medium,149,100,Promoted
Student_4339,14,Male,India,Karnataka,Hubli,Engineer,Low,Advanced,Basic,JavaScript,4.78,PDF,Hard,95,86,Promoted
Student_4340,11,Female,India,Maharashtra,Mumbai,Business,Low,Advanced,Basic,SQL,3.98,Tutor,Medium,117,88,Promoted
Student_4341,10,Female,India,Maharashtra,Nagpur,Other,Middle,Beginner,Intermediate,SQL,3.92,PDF,Hard,121,89,Promoted
Student_4342,11,Male,India,Karnataka,Mysore,Engineer,High,Advanced,Advanced,Java,6.37,Online Learning,Easy,144,99,Promoted
Student_4343,6,Male,India,Tamil Nadu,Coimbatore,Government Job,Low,Beginner,Basic,Python,5.44,College,Easy,107,99,Promoted
Student_4344,17,Male,India,Tamil Nadu,Coimbatore,Business,Low,Advanced,Intermediate,SQL,6.37,PDF,Medium,147,98,Promoted
Student_4345,17,Male,India,Delhi,Dwarka,Teacher,High,Advanced,Intermediate,JavaScript,2.72,Book,Easy,143,93,Promoted
Student_4346,14,Male,India,Delhi,New Delhi,Business,Low,Beginner,Intermediate,JavaScript,2.86,College,Hard,141,91,Promoted
Student_4347,14,Male,India,Karnataka,Bangalore,Other,Low,Advanced,Advanced,Python,4.81,Tutor,Easy,146,97,Promoted
Student_4348,9,Male,India,Tamil Nadu,Chennai,Other,Low,Intermediate,Intermediate,Python,3.65,Tutor,Hard,143,95,Promoted
Student_4349,13,Female,India,Karnataka,Mysore,Doctor,High,Intermediate,Intermediate,Python,2.97,PDF,Hard,113,87,Promoted
Student_4350,14,Female,India,West Bengal,Durgapur,Business,Low,Intermediate,Basic,Python,4.05,PDF,Easy,133,93,Promoted
Student_4351,13,Male,India,Maharashtra,Mumbai,Other,Middle,Beginner,Advanced,C++,2.26,PDF,Medium,155,82,Promoted
Student_4352,15,Male,India,Tamil Nadu,Madurai,Government Job,High,Beginner,Intermediate,Java,3.96,Book,Medium,153,96,Promoted
Student_4353,12,Male,India,West Bengal,Kolkata,Engineer,High,Beginner,Advanced,SQL,5.87,Tutor,Hard,102,86,Promoted
Student_4354,11,Female,India,Karnataka,Bangalore,Teacher,Middle,Beginner,Basic,Python,2.72,Tutor,Easy,124,78,Promoted
