course_name,instructor,course url,course description,reviews_avg,reviews_count,course_duration,lectures_count,level,course_flag,students_count,,,,
Python GUI Programming Using PyQt5,"Tim Buchalka's Learn Programming Academy, Volkan Atış",https://www.udemy.com/course/python-gui-programming-using-pyqt5/,Build Python GUI Desktop Applications With PYQT and Master Sqlite,Rating: 3.8 out of 5,714 reviews,19 total hours,118 lectures,Intermediate,,"4,683 students",,,,
Flutter Advanced Course - Clean Architecture With MVVM,Mina Farid,https://www.udemy.com/course/flutter-advanced-course-clean-architecture-with-mvvm/,Become a job ready flutter developer.,Rating: 4.3 out of 5,714 reviews,20.5 total hours,180 lectures,Intermediate,Bestseller,"25,745 students",,,,
Angular Router In Depth (Angular 14),Angular University,https://www.udemy.com/course/angular-router-course/,Build large-scale Angular 14 Single Page Applications (SPAs) with the powerful Angular Router,Rating: 4.6 out of 5,713 reviews,5 total hours,34 lectures,All Levels,,"12,615 students",,,,
Multiplayer Virtual Reality (VR) Development With Unity,"Tevfik Ufuk DEMİRBAŞ, IRONHEAD Games",https://www.udemy.com/course/multiplayer-virtual-reality-vr-development-with-unity/,Learn the basics of Multiplayer Virtual Reality by building a fully functional project from scratch,Rating: 4.8 out of 5,713 reviews,9.5 total hours,60 lectures,Beginner,,"6,159 students",,,,
Full Stack Web Development Masterclass: Beginner To Advanced,Ashutosh Pawar,https://www.udemy.com/course/the-complete-web-developer-masterclass-beginner-to-advanced/,"Learn full stack web development with HTML5, CSS , Bootstrap 4, Javascript, ES6, VueJs, Node.Js, PostgreSQL & More",Rating: 4.6 out of 5,713 reviews,22 total hours,229 lectures,All Levels,,"21,433 students",,,,
Godot 3 Complete Developer Course - 2D and 3D,Guilherme Oliveira,https://www.udemy.com/course/godotcourse/,Game development with Godot 3. Learn GDScript and how to use the engine while building your first 6 2D and 3D games,Rating: 4.1 out of 5,712 reviews,8.5 total hours,84 lectures,All Levels,,"4,088 students",,,,
OOP Object Oriented Programming In PHP 7,Saira Sadiq,https://www.udemy.com/course/oop-object-oriented-programming-in-php-7/,Learn advanced object oriented programming with simple code examples. This Course includes almost all OOP PHP7 topics.,Rating: 4.5 out of 5,712 reviews,6 total hours,136 lectures,Beginner,,"6,077 students",,,,
Redux in Angular (2 and 4+),Mosh Hamedani,https://www.udemy.com/course/redux-in-angular/,"Better manage the state of your Angular apps, improve their testability and use awesome debugging tools",Rating: 4.5 out of 5,712 reviews,1.5 total hours,15 lectures,Intermediate,,"4,573 students",,,,
HTML5 Basics Guide,Learn Tech Plus,https://www.udemy.com/course/learn-basic-html5/,Everything you need to know to build a web page structure with HTML5,Rating: 4.0 out of 5,712 reviews,5 total hours,109 lectures,Beginner,,"57,725 students",,,,
QC051: Math Prerequisites for QC - Content moved to QC101,Kumaresan Ramanathan,https://www.udemy.com/course/mathematics-prerequisites-for-quantum-computing-and-quantum-physics/,THE CONTENTS OF THIS COURSE HAVE BEEN ADDED TO QC101. Purchase this course if you want only the math lessons,Rating: 4.5 out of 5,712 reviews,4 total hours,114 lectures,Beginner,,"3,488 students",,,,
Practical AI with Python and Reinforcement Learning,Jose Portilla,https://www.udemy.com/course/practical-ai-with-python-and-reinforcement-learning/,Learn how to use Reinforcement Learning techniques to create practical Artificial Intelligence programs!,Rating: 4.6 out of 5,712 reviews,26.5 total hours,156 lectures,Expert,,"8,463 students",,,,
Java Web Services Part 2 - SOAP and REST Security,Bharath Thippireddy,https://www.udemy.com/course/javawebservicespart2/,Master advanced web services concepts and implement them in easy steps,Rating: 4.5 out of 5,712 reviews,4.5 total hours,110 lectures,Intermediate,,"8,946 students",,,,
The Complete Introduction to OpenFOAM,Philip Baldock,https://www.udemy.com/course/the-complete-introduction-to-openfoam-with-solid-mechanics/,Learn CFD through Solid Mechanics with OpenFOAM and the FOAM-Extend Solid Mechanics library,Rating: 4.2 out of 5,712 reviews,8 total hours,100 lectures,Beginner,Bestseller,"3,133 students",,,,
Create Your First React Native App,Spencer Carli,https://www.udemy.com/course/create-your-first-react-native-app/,A crash course in building your first React Native app in a weekend or less!,Rating: 4.2 out of 5,712 reviews,3.5 total hours,62 lectures,All Levels,,"5,074 students",,,,
PowerBI Zero to Hero,Abdelkarim MOHAMED MAHMOUD,https://www.udemy.com/course/powerbi-hero/,A practical guide to building Dashboards with Power BI,Rating: 4.5 out of 5,712 reviews,2.5 total hours,59 lectures,Beginner,,"33,495 students",,,,
Master Artificial Intelligence 2022 : Build 6 AI Projects,Data Is Good Academy,https://www.udemy.com/course/artificial-intelligence-in-python-/,Learn Artificial Intelligence with Python. Create Advanced Artificial Intelligence (AI) Applications with Python,Rating: 4.3 out of 5,712 reviews,21 total hours,312 lectures,All Levels,,"45,077 students",,,,
C++ Programming from A-Z. Learn To Code Using C++,Joey Anthony - C++ Programming,https://www.udemy.com/course/c-programming-a-z/,Learn to code using C++ programming. Learn C++ programming from scratch. Start coding in C++ - Start programming in C++,Rating: 4.5 out of 5,711 reviews,4 total hours,17 lectures,Beginner,,"25,822 students",,,,
Getting started with DevOps using Azure DevOps & Docker,Houssem Dellai,https://www.udemy.com/course/devops-using-vsts-docker-azure/,Learn how to use VSTS to create CI/CD pipelines that builds and publishes a Docker image from Docker Hub to Azure,Rating: 3.8 out of 5,710 reviews,1 total hour,25 lectures,Beginner,,"55,001 students",,,,
Professional Ruby on Rails Developer with Rails 5,"Rob Percival, Mashrur Hossain, Codestars • over 2 million students worldwide!",https://www.udemy.com/course/pro-ruby-on-rails-rails5/,"Ruby on Rails - Imagine, design, build web apps and bring your dreams to life with Rails 5",Rating: 4.7 out of 5,710 reviews,20.5 total hours,174 lectures,All Levels,,"6,437 students",,,,
Build a Stock Market Web App With Python and Django,John Elder,https://www.udemy.com/course/build-a-stock-market-web-app-with-python-and-django/,Learn Database Driven Web Development With Django and Python!,Rating: 4.3 out of 5,709 reviews,4 total hours,41 lectures,Beginner,,"8,731 students",,,,
Mastering Mobile App Design With Sketch 3,"Mark Wahlbeck, Caleb Stultz, Devslopes by Mark Wahlbeck",https://www.udemy.com/course/sketch-design/,Learn how to design mobile apps with Sketch 3 for beginners,Rating: 4.3 out of 5,709 reviews,5 total hours,29 lectures,Beginner,,"6,138 students",,,,
Mathematics & Statistics of Machine Learning & Data Science,Cinnamon TechX,https://www.udemy.com/course/mathematics-statistics-of-machine-learning-data-science/,"Learn Mathematics and Statistics of Machine Learning, Artificial Intelligence, Neural Networks and Deep Learning",Rating: 4.3 out of 5,709 reviews,11 total hours,149 lectures,All Levels,,"8,238 students",,,,
Learn To Program with Delphi and Object Pascal,Huw Collingbourne,https://www.udemy.com/course/learn-to-program-with-pascal/,Master programming on Windows or Mac OS X with Lazarus & Free Pascal or Delphi,Rating: 4.4 out of 5,709 reviews,7 total hours,44 lectures,All Levels,Bestseller,"4,113 students",,,,
How to Make a Retro Style 3D FPS in the Godot Game Engine,Narayana Walters,https://www.udemy.com/course/how-to-make-a-retro-style-3d-fps-in-the-godot-game-engine/,Learn how to make an old school fast-paced first person shooter in the Godot game engine,Rating: 4.4 out of 5,707 reviews,6 total hours,37 lectures,Intermediate,,"3,230 students",,,,
Java Web Development Under The Hood,"Matt Greencroft, Virtual Pair Programmers",https://www.udemy.com/course/java-web-development-under-the-hood/,"What Java professionals need to know about servlets, sessions, cookies, JSP, JSTL, Ajax and websockets",Rating: 4.7 out of 5,706 reviews,8 total hours,86 lectures,Intermediate,,"4,919 students",,,,
Create a REST API using basic PHP with Token Authentication,Michael Spinks,https://www.udemy.com/course/create-a-rest-api-using-basic-php-with-token-authentication/,Develop a real world REST API with login - Basic PHP and MySQL (no frameworks needed) - following a real world scenario.,Rating: 4.6 out of 5,706 reviews,17 total hours,45 lectures,All Levels,,"3,600 students",,,,
Build a Complete Registration and Login System using PHP MVC,Dave Hollingworth,https://www.udemy.com/course/php-mvc-login/,"Add registration, login, remember me, account activation, password reset by email and more using the PHP MVC framework",Rating: 4.8 out of 5,703 reviews,5 total hours,106 lectures,All Levels,,"3,397 students",,,,
JavaScript Beginners Guide to Building Interactive Web Pages,Fatah Gabrial,https://www.udemy.com/course/complete-javascript-for-beginners/,"In this course, you will learn JavaScript, Programming Language for the Web & Foundation to JavaScript Web Frameworks.",Rating: 4.3 out of 5,703 reviews,2 total hours,35 lectures,All Levels,,"43,561 students",,,,
Learn Advanced C# Scripting in Unity 5 for Games,3dmotive LLC,https://www.udemy.com/course/3dmotive-learn-advanced-c-scripting-in-unity-5/,Learn advanced and powerful C# scripting techniques for building professional-grade games in Unity,Rating: 4.3 out of 5,702 reviews,5.5 total hours,66 lectures,Intermediate,,"6,498 students",,,,
Mastering SmartBear TestComplete,Lino Tadros,https://www.udemy.com/course/mastering-smartbear-testcomplete/,This course is for testers looking to master the testing techniques in TestComplete,Rating: 4.4 out of 5,701 reviews,9.5 total hours,46 lectures,All Levels,,"2,788 students",,,,
gRPC [C#] Master Class: Build Modern API & Microservices,Clément Jean,https://www.udemy.com/course/grpc-csharp/,"Better than REST API! Build a fast scalable HTTP/2 API for a .NET micro service with gRPC, Protocol Buffers (protobuf)",Rating: 4.6 out of 5,701 reviews,4 total hours,68 lectures,Intermediate,,"5,152 students",,,,
Working with React and Go (Golang),Trevor Sawler,https://www.udemy.com/course/working-with-react-and-go-golang/,"Learn how to build a single page application in React, with data supplied by a Go back end REST API",Rating: 4.6 out of 5,700 reviews,12 total hours,117 lectures,Intermediate,,"6,147 students",,,,
JavaScript 2019: JavaScript ES6 Certification Course,"Dollar Design School, Mark Lassoff",https://www.udemy.com/course/javascript-es6-certification-course/,Earn the JavaScript Specialist Certification while Learning JavaScript ES6,Rating: 4.5 out of 5,700 reviews,6 total hours,23 lectures,Beginner,,"2,841 students",,,,
The Complete Unity Game Development Course,"Codestars • over 2 million students worldwide!, Penny de Byl, Penny @Holistic3D.com",https://www.udemy.com/course/unity-complete/,Create Your Own First Person Shooter Zombie Game,Rating: 4.5 out of 5,699 reviews,20 total hours,101 lectures,Beginner,,"4,946 students",,,,
Programming Numerical Methods in Python,Murad Elarbi,https://www.udemy.com/course/programming-numerical-methods-in-python/,A Practical Approach to Understand the Numerical Methods,Rating: 4.7 out of 5,699 reviews,12.5 total hours,57 lectures,Beginner,Bestseller,"3,891 students",,,,
Build a full-stack application in minutes with Node-RED,Leo Academy,https://www.udemy.com/course/node-red-1/,"Quickly build front-end, back-end applications or web services APIs using only visual blocks of programming",Rating: 4.4 out of 5,698 reviews,1.5 total hours,6 lectures,Beginner,,"12,834 students",,,,
Python Demonstrations For Practice Course,Horizon Tech,https://www.udemy.com/course/python-for-beginners-demonstration-course/,This course is a depth introduction to fundamental python programming concepts by demonstrations in Python programming .,Rating: 4.4 out of 5,698 reviews,5.5 total hours,46 lectures,Beginner,,"138,949 students",,,,
Display and analyze GIS data on the web with Leaflet,Michael Miller,https://www.udemy.com/course/display-and-analyze-gis-data-on-the-web/,Client side mapping applications with the open source javascript libraries Leaflet.js and Turf.js,Rating: 4.7 out of 5,697 reviews,13.5 total hours,71 lectures,Intermediate,Bestseller,"3,982 students",,,,
WordPress Theme Development from Scratch,Marcelo Xavier Vieira,https://www.udemy.com/course/advanced-wordpress-theme-development-with-bootstrap/,"Learn WordPress theme development from scratch using HTML, CSS, PHP, Bootstrap and several native WordPress APIs.",Rating: 4.8 out of 5,696 reviews,10 total hours,74 lectures,Intermediate,Bestseller,"4,229 students",,,,
The Ultimate Beginners Guide to Game Development with ROBLOX,"Philip Ritmeester, Deviac Education",https://www.udemy.com/course/robloxeducation/,Game development & design. Become a coding Ninja! Learn how to make your own Roblox games the fun way!,Rating: 3.3 out of 5,696 reviews,19 total hours,199 lectures,Beginner,,"14,071 students",,,,
JSON in Action: Build JSON-Based Applications,Crypters Infotech,https://www.udemy.com/course/json-in-action/,Learn JSON from Scratch! Learn JavaScript Object Notation (JSON) to Build API-Based Apps! Develop 2 JSON-Based Projects,Rating: 4.9 out of 5,696 reviews,4.5 total hours,41 lectures,All Levels,,"4,482 students",,,,
Learn ASP.NET MVC and Entity Framework (Database First),"Trevoir Williams, Learn IT University, Andrii Piatakha",https://www.udemy.com/course/learn-aspnet-mvc-and-entity-framework/,Learn the fundamentals of ASP.NET MVC and Entity Framework by building a small but practical school management system.,Rating: 4.3 out of 5,696 reviews,6.5 total hours,23 lectures,All Levels,,"93,779 students",,,,
Mastering critical SKILLS in Data Structures using C++,GetSkilled Org,https://www.udemy.com/course/dscpp-skills/,Understand DS inner details & design decisions effects + Solve ~130 problems to enhance your problem-solving skills,Rating: 4.9 out of 5,696 reviews,20 total hours,207 lectures,All Levels,,"3,584 students",,,,
Pyomo Bootcamp: Python Optimization from Beginner to Advance,Optimization Team,https://www.udemy.com/course/optimization-in-python/,"Guide for building optimization probelm (operation research) in Pyomo Jupyter and solve it using CPLEX, Gurobi and IPOPT",Rating: 4.5 out of 5,696 reviews,5 total hours,49 lectures,Beginner,,"65,929 students",,,,
Kubernetes for developers,Houssem Dellai,https://www.udemy.com/course/kubernetes-for-developers/,"Learn how to deploy, manage and scale dockerized apps in Kubernetes",Rating: 4.5 out of 5,695 reviews,6 total hours,66 lectures,Beginner,,"58,355 students",,,,
iOS 13 - How to Make Amazing iPhone Apps: Xcode 11 & Swift 5,Nick Walter,https://www.udemy.com/course/how-to-make-an-iphone-app-course-xcode-11-swift-5-ios-13/,"Learn SwiftUI, Dark Mode, Sign in with Apple, Swift Package Manager and SF Symbols on the new Xcode 11 and Swift 5.1",Rating: 4.5 out of 5,695 reviews,12 total hours,94 lectures,Beginner,,"4,845 students",,,,
Python from the beginning in Sinhala - Python මුල සිට සරලව,Praneeth Peiris,https://www.udemy.com/course/python-from-the-beginning-in-sinhalese/,වෘත්තීයමය පරිගණක මෘදුකාංග ඉංජිනේරුවෙක්ගෙන්ම programming ඉගෙන ගන්න.,Rating: 4.3 out of 5,695 reviews,10 total hours,67 lectures,Beginner,,"7,209 students",,,,
Build an Amazon Affiliate E-Commerce Store from Scratch,YouAccel Training,https://www.udemy.com/course/build-an-amazon-affiliate-e-commerce-store-from-scratch/,"Earn Passive Income by Building an Amazon Affiliate E-Commerce Store using WordPress, WooCommerce, WooZone, & Elementor",Rating: 4.5 out of 5,693 reviews,5 total hours,28 lectures,All Levels,,"126,072 students",,,,
Make a Tetris-style Puzzler in Unity,Wilmer Lin,https://www.udemy.com/course/make-a-tetris-style-puzzler-in-unity/,Build a tile-based puzzle game with C# and Unity,Rating: 4.9 out of 5,693 reviews,10 total hours,101 lectures,Intermediate,,"4,588 students",,,,
Artificial Intelligence I: Meta-Heuristics and Games in Java,Holczer Balazs,https://www.udemy.com/course/artificial-intelligence-games-in-java/,"Graph Algorithms, Genetic Algorithms, Simulated Annealing, Swarm Intelligence, Minimax, Heuristics and Meta-Heuristics",Rating: 4.6 out of 5,693 reviews,9 total hours,83 lectures,All Levels,,"7,318 students",,,,
Mastering Grails. A Comprehensive Grails Course.,Infinite Skills,https://www.udemy.com/course/mastering-grails/,Learn Grails The Easy Way. Infinite Skills Presents The Ideal Way To Learn How To Program with Grails,Rating: 4.5 out of 5,692 reviews,5.5 total hours,71 lectures,All Levels,Bestseller,"2,891 students",,,,
MonoGame: Introduction to C# Game Programming,Kyle Schaub,https://www.udemy.com/course/monogame/,Learn game development with C# by utilizing the popular MonoGame framework!,Rating: 4.5 out of 5,692 reviews,6.5 total hours,60 lectures,All Levels,Bestseller,"2,488 students",,,,
Master React Native Animations,Jason Brown,https://www.udemy.com/course/master-react-native-animations/,"Simple, easy to follow, step-by-step lessons for every type of animation",Rating: 4.6 out of 5,690 reviews,8.5 total hours,126 lectures,All Levels,,"5,532 students",,,,
The Complete Oracle APEX Fundamentals Course (2022),Velchandru M,https://www.udemy.com/course/oracle-application-express-learn-oracle-apex-201/,The easiest way to learn Oracle APEX step-by-step from scratch. Rapidly develop a new project with low code.,Rating: 4.2 out of 5,689 reviews,7 total hours,52 lectures,Beginner,,"11,139 students",,,,
Mastering SharePoint 2019,Packt Publishing,https://www.udemy.com/course/mastering-sharepoint-2019/,Leverage Microsoft SharePoint 2019 features and capabilities to maximum advantage,Rating: 4.6 out of 5,686 reviews,4 total hours,36 lectures,Expert,,"3,527 students",,,,
C# for Beginners - Coding From Scratch,Pontus Wittenmark,https://www.udemy.com/course/c-and-net-core-for-beginners/,Everything you need to get going with C# and .NET using Visual Studio,Rating: 4.5 out of 5,685 reviews,4.5 total hours,30 lectures,Beginner,,"6,006 students",,,,
Modern GraphQL with Node - Complete Developers Guide,Laith Harb,https://www.udemy.com/course/modern-graphql-complete-guide/,Learn and master GraphQL with Node and React by building real production ready applications,Rating: 4.6 out of 5,685 reviews,10.5 total hours,85 lectures,Beginner,,"4,125 students",,,,
SoftwareAG webMethods Integration (OnPremise) for Beginners,Arul ChristhuRaj Alphonse,https://www.udemy.com/course/webmethods/,Do It Yourself -webMethods v10.x - 59+ lectures/demo | 10 hours of Tutorials | Fundamentals | ESB | Integration Concepts,Rating: 4.6 out of 5,685 reviews,10 total hours,59 lectures,Beginner,,"2,735 students",,,,
Learn By Example: Scala,Loony Corn,https://www.udemy.com/course/learn-by-example-scala/,65 examples that will bring Scala to life for you,Rating: 4.0 out of 5,684 reviews,7 total hours,72 lectures,Intermediate,,"5,407 students",,,,
NoSQL: Neo4j and Cypher (Part: 2-Intermediate),Bruce E. Hilton,https://www.udemy.com/course/neo4j_intermediate/,NoSQL: Neo4j - Stop Developing Databases the Hard Way!,Rating: 4.3 out of 5,684 reviews,2.5 total hours,26 lectures,Intermediate,,"3,797 students",,,,
R Tidyverse Reporting and Analytics for Excel Users,Jonathan Ng,https://www.udemy.com/course/r-tidyverse-reporting-and-analytics-for-excel-users/,From Excel To Big Data and Interactive Dashboard Visualizations in 5 Hours,Rating: 4.8 out of 5,683 reviews,5.5 total hours,42 lectures,Beginner,,"6,170 students",,,,
How to Create iOS 2D Games with SpriteKit and Swift,Brian Advent,https://www.udemy.com/course/2d-games-with-spritekit/,SpriteKit: Learn to Build 2D Games by Creating a Real World Arcade Game from the iOS App Store.,Rating: 4.7 out of 5,683 reviews,4 total hours,41 lectures,Intermediate,,"3,168 students",,,,
A Java Spring Boot Microservices project for beginners,FutureX Skills,https://www.udemy.com/course/java-spring-boot-microservices-project-for-beginners/,"Java, Spring Framework, Spring Boot, Spring Cloud, Microservices, IntelliJ, REST, JPA, Maven, Zuul,Ribbon",Rating: 4.4 out of 5,682 reviews,4 total hours,57 lectures,All Levels,,"11,012 students",,,,
ASP.NET Core - SOLID and Clean Architecture,Trevoir Williams,https://www.udemy.com/course/aspnet-core-solid-and-clean-architecture-net-5-and-up/,"Create a SOLID and testable ASP.NET Core Application using CQRS, Mediator Pattern and clean architecture.",Rating: 4.3 out of 5,682 reviews,8.5 total hours,50 lectures,All Levels,,"6,887 students",,,,
From 0 to 1: Hive for Processing Big Data,Loony Corn,https://www.udemy.com/course/from-0-to-1-hive/,"End-to-End Hive : HQL, Partitioning, Bucketing, UDFs, Windowing, Optimization, Map Joins, Indexes",Rating: 4.1 out of 5,681 reviews,15.5 total hours,87 lectures,All Levels,,"6,140 students",,,,
Laravel 8 - Advance Course Build School Management System,"easy Learning, Kazi Ariyan",https://www.udemy.com/course/laravel-advanced-course-build-school-management-system/,"In This Course, You Will Learn Laravel 8 Fundamentals With Project and Complete Advance School Management System Project",Rating: 4.4 out of 5,681 reviews,80.5 total hours,401 lectures,All Levels,,"3,737 students",,,,
Python and Django Full-Stack  Web Development for beginners,Bluelime Learning Solutions,https://www.udemy.com/course/python-and-django-full-stack-web-development-for-beginners/,"Build web projects with HTML, CSS,BOOTSTRAP,JavaScript,Python ,Django,PostgreSQL",Rating: 4.2 out of 5,681 reviews,34.5 total hours,353 lectures,Beginner,,"33,473 students",,,,
Hands on With Docker & Docker Compose From a Docker Captain,"Nick Janetakis, Docker Captain Program",https://www.udemy.com/course/hands-on-with-docker-and-docker-compose/,"v19.03. Everything you need to build, run and compose Docker containers so you can start using Docker for your web apps.",Rating: 3.8 out of 5,680 reviews,5 total hours,51 lectures,Beginner,,"2,809 students",,,,
OutSystems Reactive for Beginners,ITUp We Ramp You Up,https://www.udemy.com/course/outsystems-reactive-web-for-beginners/,The Beginning of your OutSystems Journey,Rating: 4.5 out of 5,679 reviews,3 total hours,33 lectures,Beginner,,"2,934 students",,,,
The WpFASTER WordPress Speed Optimization Master Course,AJ McKay,https://www.udemy.com/course/make-your-wordpress-sites-fastest-in-world/,"Our A - Z Performance Blueprint to Make Your WordPress Site Not Just Fast, But One of the Fastest Sites On Earth!",Rating: 4.6 out of 5,677 reviews,7 total hours,55 lectures,All Levels,,"4,399 students",,,,
Core Python for Everyone,Madhusudan Mothe,https://www.udemy.com/course/core-python-for-everyone/,Python,Rating: 4.1 out of 5,677 reviews,6.5 total hours,64 lectures,Beginner,,"13,700 students",,,,
Single-Page Application with ASP.NET & jQuery Hands-On,Patrick God,https://www.udemy.com/course/single-page-application-with-aspnet-jquery-hands-on/,"Learn how to build a single-page application from start to finish with ASP.NET Web API 2, Entity Framework and jQuery.",Rating: 4.8 out of 5,676 reviews,3.5 total hours,50 lectures,Intermediate,,"4,134 students",,,,
ASP.NET CORE MVC | Build a Complete eCommerce App,Ervis Trupja,https://www.udemy.com/course/complete-ecommerce-aspnet-mvc-application/,Learn to build fast and secure eCommerce application with ASP.NET MVC and Entity Framework Core,Rating: 4.7 out of 5,676 reviews,11.5 total hours,107 lectures,All Levels,,"14,330 students",,,,
GitLab Ultimate Guide,Learn Tech Plus,https://www.udemy.com/course/gitlab-course/,Everything you need to know about GitLab,Rating: 2.9 out of 5,676 reviews,2.5 total hours,66 lectures,All Levels,,"120,130 students",,,,
Digital Signal Processing  (DSP)  From Ground Up™ in Python,"Israel Gbati, BHM Engineering Academy",https://www.udemy.com/course/python-dsp/,"Practical DSP in Python  :  Over 70 examples, FFT,Filter Design, IIR,FIR, Window Filters,Convolution,Linear Systems etc",Rating: 4.3 out of 5,676 reviews,13 total hours,141 lectures,All Levels,,"4,093 students",,,,
"Bootstrap, HTML5 & CSS3: Create a Modern Youtube Homepage",Hesham Emara,https://www.udemy.com/course/psd-to-html5css3-build-a-youtube-homepage-from-scratch/,"Learn How To Build a Modern YouTube Homepage From Scratch Using HTML5, CSS3 & JQuery",Rating: 3.8 out of 5,675 reviews,2 total hours,20 lectures,All Levels,,"24,504 students",,,,
The Complete Guide to Building Premium WordPress Themes,Ali Alaa,https://www.udemy.com/course/the-complete-guide-to-building-premium-wordpress-themes/,Create a Premium Wordpress Theme From Scratch. Learn All About WordPress Theme Development. Get Approved On Themeforest.,Rating: 4.4 out of 5,674 reviews,18 total hours,126 lectures,Intermediate,,"5,448 students",,,,
Complete Guide to ASP.NET Core Identity,Frank Liu,https://www.udemy.com/course/complete-guide-to-aspnet-core-identity/,Authentication and Authorization with ASP.NET Core Identity Inside Out (Updated with .Net 6 Instructions),Rating: 4.7 out of 5,673 reviews,7 total hours,55 lectures,Intermediate,,"4,529 students",,,,
Comprehensive ASP.net MVC,3D BUZZ Programming and Digital Art training,https://www.udemy.com/course/comprehensive-aspnet-mvc/,From zero knowledge of ASP.NET to deploying a complete project to production.,Rating: 4.4 out of 5,672 reviews,14 total hours,34 lectures,All Levels,,"5,450 students",,,,
An Introduction to DataDog for Developers,Vaga Notes,https://www.udemy.com/course/datadog-for-devops/,"Jumpstart Investigations into production issues, user behaviour and application performance",Rating: 4.0 out of 5,670 reviews,2.5 total hours,34 lectures,All Levels,,"4,009 students",,,,
Learn Python Programming From Scratch,"Eduonix Learning Solutions, Eduonix-Tech ., Eduonix Support",https://www.udemy.com/course/learn-python-programming-from-scratch/,A Great Resource to Start and Master Python Development,Rating: 4.3 out of 5,670 reviews,6.5 total hours,40 lectures,Beginner,,"30,724 students",,,,
Mastering AWS CloudFormation Templates Using JSON,Hari Kammana,https://www.udemy.com/course/mastering-aws-cloudformation-templates-using-json/,"Master the techniques of developing Cloud Formation templates using JSON, With advanced Concepts And Examples",Rating: 4.5 out of 5,670 reviews,2.5 total hours,28 lectures,All Levels,,"3,479 students",,,,
Data Structures and Algorithms In Java,Deepali Srivastava,https://www.udemy.com/course/data-structures-and-algorithms-in-java/,Data Structures and Algorithms in Java Using Java DSA Data Structures LeetCode Java DSA Java Data Structures Algorithms,Rating: 3.8 out of 5,669 reviews,10.5 total hours,149 lectures,All Levels,,"3,263 students",,,,
"Java Servlet, JSP and Hibernate: Build eCommerce Website",Nam Ha Minh,https://www.udemy.com/course/java-servlet-jsp-and-hibernate-build-a-complete-website/,Code Functional Bookshop Website with Java Servlet and Hibernate framework. Full-stack Development. Job-ready Skills.,Rating: 4.4 out of 5,669 reviews,64 total hours,269 lectures,All Levels,,"5,092 students",,,,
Data Structures & Algorithms - Java,Scott Barrett,https://www.udemy.com/course/data-structures-and-algorithms-java/,Implement DSA for Cracking the Coding Interview with Animated Examples for an Advanced Learning Experience,Rating: 4.6 out of 5,668 reviews,8 total hours,103 lectures,All Levels,,"3,902 students",,,,
Docker Container Fundamentals (Hands-on) - DevOps,Ganesh Velrajan,https://www.udemy.com/course/docker-containers-for-beginners-ganesh-velrajan/,Learn the fundamentals of Docker Container for beginners in devops in this docker tutorial,Rating: 4.3 out of 5,668 reviews,2 total hours,17 lectures,All Levels,,"17,411 students",,,,
JavaScript Modern ES6 - 2020 - The Complete Course,Tharun Shiv,https://www.udemy.com/course/javascript-tharunshiv/,Learn Modern JavaScript ES6 from scratch till advanced in just 7 hours.,Rating: 4.1 out of 5,667 reviews,9.5 total hours,98 lectures,All Levels,,"40,033 students",,,,
"The complete beginner JavaScript ES5, ES6 and JQuery Course",Coding Revolution,https://www.udemy.com/course/master-javascript-programming-extended-course/,"Learn javascript from the scratch, and build your own applications using Jquery, JSON, Ajax, ES6.",Rating: 4.6 out of 5,667 reviews,22.5 total hours,172 lectures,All Levels,,"13,668 students",,,,
Complete Linear Algebra for Data Science & Machine Learning,"Kashif A., Abdullah A.",https://www.udemy.com/course/linear-algebra-for-beginners-matrices-and-vector-spaces/,"Linear Algebra for Data Science, Big Data, Machine Learning, Engineering & Computer Science. Master Linear Algebra",Rating: 4.5 out of 5,666 reviews,18 total hours,212 lectures,All Levels,Bestseller,"4,167 students",,,,
Android Development Working With Databases Using Mysql & PHP,"Joe Parys, Ashutosh Pawar, Joe Parys Support",https://www.udemy.com/course/android-development-course/,In this complete course students will learn android development by working with databases using Mysql and PHP,Rating: 4.2 out of 5,665 reviews,3.5 total hours,20 lectures,Expert,,"67,558 students",,,,
Perl Programming for Beginners,Stone River eLearning,https://www.udemy.com/course/perl-programming-for-beginners/,Perl application,Rating: 4.2 out of 5,665 reviews,7.5 total hours,70 lectures,All Levels,,"3,975 students",,,,
Leading Agile Teams with Jira Software Cloud,"Jose Portilla, Project Management Academy (PMA)",https://www.udemy.com/course/leading-agile-teams-with-jira-software-cloud/,Introduction to the Jira Software Cloud Platform,Rating: 4.6 out of 5,665 reviews,8.5 total hours,74 lectures,All Levels,,"3,722 students",,,,
Android App Development using Kotlin,Smartherd Developers,https://www.udemy.com/course/android-app-development-using-kotlin/,Develop Android apps in Kotlin and publish it to Play Store,Rating: 4.4 out of 5,665 reviews,3.5 total hours,27 lectures,Beginner,,"19,698 students",,,,
Master Spring Boot Microservices with CQRS & Event Sourcing,Sean Campbell,https://www.udemy.com/course/master-spring-boot-microservices-with-cqrs-event-sourcing/,Learn how to create Spring Boot microservices that are based on the CQRS & Event Sourcing. Powered by Java and Axon.,Rating: 4.4 out of 5,664 reviews,7 total hours,52 lectures,All Levels,,"5,095 students",,,,
